SECTOR,SHELF,REEF_NAME,REEF_ID,LATITUDE,LONGITUDE,P_CODE,VISIT_NO,YEAR_CODE,REPORT_YEAR,SAMPLE_DATE,MEAN_LIVE_CORAL,MEAN_SOFT_CORAL,MEAN_DEAD_CORAL,TOTAL_COTS,MEAN_COTS_PER_TOW,TOTAL_TROUT,MEAN_TROUT_PER_TOW,TOWS
CU,O,VIPER REEF,18112S,-18.866667,148.141667,RM,13,200405,2005,2005-05-07,40.195,2.813,2.266,0,0,,,32
CU,O,VIPER REEF,18112S,-18.866667,148.141667,RM,19,201011,2011,2011-05-13,7.87,2.5,0.741,0,0,7,0.259259259259259,27
CU,O,VIPER REEF,18112S,-18.866667,148.141667,RM,29,202021,2021,2021-03-22,48.103,2.5,2.069,0,0,12,0.413793103448276,29
CU,O,JAGUAR REEF,18120S,-18.983333,148.425,RM,1,199293,1993,1993-03-27,22.25,,1.5,2,0.067,,,30
CU,O,JAGUAR REEF,18120S,-18.983333,148.425,RM,4,199596,1996,1996-05-04,30.042,,0.75,0,0,,,30
CU,O,JAGUAR REEF,18120S,-18.983333,148.425,RM,7,199899,1999,1999-05-28,29.865,3.514,1.149,1,0.027,,,37
CU,O,JAGUAR REEF,18120S,-18.983333,148.425,RM,10,200102,2002,2001-08-20,20.875,4.667,2,0,0,,,30
CU,O,JAGUAR REEF,18120S,-18.983333,148.425,RM,29,202021,2021,2021-03-22,37.27,2.895,1.842,0,0,18,0.473684210526316,38
CU,O,JAGUAR REEF,18120S,-18.983333,148.425,RM,30,202122,2022,2022-02-27,47.5,3.952,0.726,0,0,6,0.193548387096774,31
CU,O,JACQUELINE REEF,19061S,-19.216667,148.9,RM,3,199495,1995,1995-05-25,24.274,,0.444,0,0,,,62
CU,O,JACQUELINE REEF,19061S,-19.216667,148.9,RM,6,199798,1998,1998-04-27,20.381,6.017,0.89,2,0.034,,,59
CU,O,JACQUELINE REEF,19061S,-19.216667,148.9,RM,9,200001,2001,2001-05-12,18.065,7.258,2.5,4,0.065,,,62
CU,O,JACQUELINE REEF,19061S,-19.216667,148.9,RM,23,201415,2015,2015-05-11,7.077,3,0.769,0,0,67,1.03076923076923,65
CU,O,JACQUELINE REEF,19061S,-19.216667,148.9,RM,29,202021,2021,2021-02-03,34.941,4.766,1.094,0,0,66,1.03125,64
IN,I,NORMANBY-MABEL REEF,17012A,-17.208333,146.083333,RM,1,199293,1993,1993-06-26,10.278,,0.556,0,0,,,18
IN,I,NORMANBY-MABEL REEF,17012A,-17.208333,146.083333,RM,4,199596,1996,1996-01-26,17.647,,0.735,0,0,,,17
IN,I,NORMANBY-MABEL REEF,17012A,-17.208333,146.083333,RM,7,199899,1999,1999-02-09,12.895,8.553,1.447,0,0,,,19
IN,I,NORMANBY-MABEL REEF,17012A,-17.208333,146.083333,RM,10,200102,2002,2001-11-18,5.139,10.347,1.389,0,0,,,18
IN,I,NORMANBY-MABEL REEF,17012A,-17.208333,146.083333,RM,13,200405,2005,2005-02-04,18.472,7.361,0.556,0,0,,,18
IN,I,NORMANBY-MABEL REEF,17012A,-17.208333,146.083333,RM,15,200607,2007,2007-01-20,16.103,6.324,0.441,0,0,2,0.117647058823529,17
IN,I,NORMANBY-MABEL REEF,17012A,-17.208333,146.083333,RM,21,201213,2013,2013-01-18,8.125,7.344,1.406,0,0,0,0,16
IN,I,JESSIE-KENT REEF,17043A,-17.676667,146.175,RM,3,199495,1995,1994-11-02,12.885,,0,0,0,,,13
IN,I,JESSIE-KENT REEF,17043A,-17.676667,146.175,RM,6,199798,1998,1998-02-08,21.25,1.964,3.214,0,0,,,14
IN,I,JESSIE-KENT REEF,17043A,-17.676667,146.175,RM,10,200102,2002,2001-11-19,7.292,2.917,1.458,0,0,,,12
IN,I,JESSIE-KENT REEF,17043A,-17.676667,146.175,RM,21,201213,2013,2013-01-18,2.368,2.105,0.526,0,0,5,0.263157894736842,19
IN,I,HUTCHISON REEF,17043C,-17.675,146.166667,RM,3,199495,1995,1994-11-02,3.214,,0,0,0,,,7
IN,I,HUTCHISON REEF,17043C,-17.675,146.166667,RM,6,199798,1998,1998-02-08,27.679,0.357,0.714,0,0,,,7
IN,I,HUTCHISON REEF,17043C,-17.675,146.166667,RM,10,200102,2002,2001-11-19,4.167,2.5,1.667,0,0,,,6
IN,M,MILLN REEF,16067S,-16.791667,146.275,RM,2,199394,1994,1994-02-16,22.946,,0.714,1,0.036,,,28
IN,M,MOORE REEF,16071S,-16.866667,146.233333,RM,2,199394,1994,1994-02-16,8.493,,0.479,1,0.014,,,73
IN,M,MOORE REEF,16071S,-16.866667,146.233333,RM,5,199697,1997,1997-05-02,17.687,,0.485,0,0,,,67
IN,M,MOORE REEF,16071S,-16.866667,146.233333,RM,8,199900,2000,2000-02-05,15.145,9.022,2.138,12,0.174,,,69
IN,M,MOORE REEF,16071S,-16.866667,146.233333,RAP,14,200506,2006,2005-11-27,13.767,11.993,1.655,0,0,15,0.202702702702703,74
IN,M,MOORE REEF,16071S,-16.866667,146.233333,RM,15,200607,2007,2007-01-20,12.769,9.692,1.231,0,0,5,0.0769230769230769,65
IN,M,MOORE REEF,16071S,-16.866667,146.233333,RAP,18,200910,2010,2009-11-27,13.644,9.965,1.021,0,0,14,0.197183098591549,71
IN,M,MOORE REEF,16071S,-16.866667,146.233333,RAP,20,201112,2012,2012-02-23,11.385,6.824,1.284,0,0,10,0.135135135135135,74
IN,M,MOORE REEF,16071S,-16.866667,146.233333,RAP,22,201314,2014,2014-03-13,14.081,6.084,1.536,0,0,16,0.192771084337349,83
IN,M,MOORE REEF,16071S,-16.866667,146.233333,RAP,24,201516,2016,2015-12-10,16.681,8.132,1.695,1,0.011,21,0.241379310344828,87
IN,M,MOORE REEF,16071S,-16.866667,146.233333,RAP,26,201718,2018,2017-12-20,8.233,4.833,1.033,0,0,25,0.333333333333333,75
IN,M,MOORE REEF,16071S,-16.866667,146.233333,RAP,28,201920,2020,2020-02-17,7.097,4.919,0.403,0,0,45,0.483870967741935,93
IN,M,MOORE REEF,16071S,-16.866667,146.233333,RM,29,202021,2021,2021-01-24,11.656,10.938,0.5,0,0,11,0.1375,80
IN,M,SCOTT REEF,17004S,-17.075,146.183333,RM,3,199495,1995,1994-11-01,15.625,,1.25,1,0.015,,,68
IN,M,SCOTT REEF,17004S,-17.075,146.183333,RM,6,199798,1998,1998-02-06,16.379,6.509,2.888,53,0.914,,,58
IN,M,SCOTT REEF,17004S,-17.075,146.183333,RM,8,199900,2000,2000-02-06,8.103,6.164,1.379,6,0.103,,,58
IN,M,SCOTT REEF,17004S,-17.075,146.183333,RM,9,200001,2001,2001-06-01,8.024,5.444,0.806,0,0,,,62
IN,M,SCOTT REEF,17004S,-17.075,146.183333,RM,12,200304,2004,2003-01-18,12.131,4.549,1.475,0,0,,,61
IN,M,SCOTT REEF,17004S,-17.075,146.183333,RM,17,200809,2009,2009-05-12,20.712,7,1.731,0,0,17,0.261538461538462,65
IN,M,SCOTT REEF,17004S,-17.075,146.183333,RM,29,202021,2021,2021-01-24,9.706,5.68,0.515,0,0,6,0.0882352941176471,68
IN,M,FLORA REEF,17010S,-17.183333,146.291667,RM,1,199293,1993,1993-06-26,14.565,,1.957,2,0.043,,,46
IN,M,FLORA REEF,17010S,-17.183333,146.291667,RM,4,199596,1996,1996-03-03,20,,1.818,0,0,,,44
IN,M,FLORA REEF,17010S,-17.183333,146.291667,RM,7,199899,1999,1999-02-09,6.333,3.056,3.444,64,1.422,,,45
IN,M,FLORA REEF,17010S,-17.183333,146.291667,RM,8,199900,2000,2000-06-02,3.824,3.088,1.863,0,0,,,51
IN,M,FLORA REEF,17010S,-17.183333,146.291667,RM,10,200102,2002,2001-11-18,7.65,2.8,1.55,1,0.02,,,50
IN,M,FLORA REEF,17010S,-17.183333,146.291667,RM,13,200405,2005,2005-02-04,4.907,2.5,0.509,0,0,,,54
IN,M,FLORA REEF,17010S,-17.183333,146.291667,RM,15,200607,2007,2007-01-21,13.098,3.478,1.359,0,0,3,0.0652173913043478,46
IN,M,FLORA REEF,17010S,-17.183333,146.291667,RM,25,201617,2017,2016-12-20,15.45,2.5,3.45,19,0.38,11,0.22,50
IN,M,COATES REEF,17011S,-17.2,146.366667,RM,8,199900,2000,2000-02-06,5.455,2.576,0.379,0,0,,,33
IN,M,MCCULLOCH,17016S,-17.283333,146.45,RAP,14,200506,2006,2005-11-30,6.667,5.533,1.733,0,0,20,0.266666666666667,75
IN,M,MCCULLOCH,17016S,-17.283333,146.45,RAP,16,200708,2008,2007-09-04,10.542,5.03,1.145,1,0.012,12,0.144578313253012,83
IN,M,MCCULLOCH,17016S,-17.283333,146.45,RAP,18,200910,2010,2009-11-29,9.729,6.175,1.295,0,0,8,0.0963855421686747,83
IN,M,MCCULLOCH,17016S,-17.283333,146.45,RAP,20,201112,2012,2012-02-26,7.351,5.238,1.726,0,0,16,0.19047619047619,84
IN,M,MCCULLOCH,17016S,-17.283333,146.45,RAP,24,201516,2016,2015-12-12,10.531,2.5,2.5,75,0.664,14,0.123893805309735,113
IN,M,MCCULLOCH,17016S,-17.283333,146.45,RAP,26,201718,2018,2017-12-20,4.194,3.952,0.753,0,0,7,0.0752688172043011,93
IN,M,MCCULLOCH,17016S,-17.283333,146.45,RAP,28,201920,2020,2020-02-21,3.589,4.604,1.955,0,0,19,0.188118811881188,101
IN,M,PEART REEF,17024S,-17.483333,146.391667,RAP,14,200506,2006,2005-12-01,8.878,6.99,0.714,0,0,12,0.244897959183673,49
IN,M,PEART REEF,17024S,-17.483333,146.391667,RAP,16,200708,2008,2007-08-18,9.115,7.083,0.573,0,0,12,0.25,48
IN,M,PEART REEF,17024S,-17.483333,146.391667,RAP,18,200910,2010,2010-04-09,20.25,3.8,1.55,0,0,5,0.1,50
IN,M,PEART REEF,17024S,-17.483333,146.391667,RAP,20,201112,2012,2012-02-28,11.146,3.542,1.719,0,0,7,0.145833333333333,48
IN,M,PEART REEF,17024S,-17.483333,146.391667,RAP,22,201314,2014,2014-03-21,19.122,6.223,1.809,0,0,1,0.0212765957446809,47
IN,M,PEART REEF,17024S,-17.483333,146.391667,RAP,24,201516,2016,2015-12-13,21.295,7.5,2.5,53,0.964,2,0.0363636363636364,55
IN,M,PEART REEF,17024S,-17.483333,146.391667,RAP,26,201718,2018,2018-02-19,4.022,3.043,1.793,20,0.435,2,0.0434782608695652,46
IN,M,PEART REEF,17024S,-17.483333,146.391667,RAP,28,201920,2020,2020-02-22,8.01,2.806,0.612,0,0,6,0.122448979591837,49
IN,M,PEART REEF,17024S,-17.483333,146.391667,RM,30,202122,2022,2022-04-27,10.2,5.3,0.25,0,0,1,0.02,50
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RM,2,199394,1994,1994-02-18,26.458,,1.667,0,0,,,48
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RM,3,199495,1995,1994-11-01,24.911,,1.429,0,0,,,42
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RM,4,199596,1996,1996-03-03,26.563,,1.719,0,0,,,48
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RM,5,199697,1997,1997-05-01,13.75,,0.595,0,0,,,42
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RM,6,199798,1998,1998-02-07,16.516,8.457,2.234,1,0.021,,,47
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RM,7,199899,1999,1999-02-10,12.15,11.3,2.4,0,0,,,50
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RM,8,199900,2000,2000-02-07,5.978,4.946,3.098,245,5.326,,,46
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RM,9,200001,2001,2001-05-31,5.273,5.364,1.818,127,2.309,,,55
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RM,10,200102,2002,2001-11-19,5,6.488,1.31,0,0,,,42
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RM,11,200203,2003,2002-11-10,2.733,6.919,0.407,0,0,,,43
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RM,12,200304,2004,2004-01-19,8.636,8.591,1.545,0,0,,,55
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RM,13,200405,2005,2005-02-04,9.25,6.65,0.4,0,0,,,50
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RAP,14,200506,2006,2005-12-02,9.9,12,1.3,0,0,6,0.12,50
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RM,15,200607,2007,2007-01-22,4.286,4.898,0.102,0,0,10,0.204081632653061,49
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RAP,16,200708,2008,2007-08-17,6.543,6.596,0.638,0,0,39,0.829787234042553,47
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RM,17,200809,2009,2009-05-10,10.741,9.306,0.972,0,0,21,0.388888888888889,54
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RAP,20,201112,2012,2012-02-29,9.5,8.167,1.444,0,0,29,0.644444444444444,45
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RAP,22,201314,2014,2014-03-22,13.4,5.3,1.25,0,0,23,0.46,50
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RM,23,201415,2015,2015-04-27,20.978,6.141,2.283,0,0,12,0.260869565217391,46
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RAP,24,201516,2016,2015-12-15,24.953,9.717,1.604,0,0,5,0.0943396226415094,53
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RM,25,201617,2017,2016-12-20,26.348,5.098,2.696,1,0.02,13,0.254901960784314,51
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RAP,26,201718,2018,2018-02-20,7.955,6.875,1.648,5,0.114,14,0.318181818181818,44
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RM,27,201819,2019,2019-03-02,7.174,4.402,1.304,5,0.109,9,0.195652173913043,46
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RAP,28,201920,2020,2020-02-23,8.315,3.859,0.652,0,0,14,0.304347826086957,46
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RM,29,202021,2021,2021-01-25,18.361,4.333,0.833,0,0,38,0.844444444444444,45
IN,M,FEATHER REEF,17034S,-17.533333,146.383333,RM,30,202122,2022,2022-04-28,17.075,13.679,0.991,0,0,19,0.358490566037736,53
IN,M,ELLISON REEF,17044S,-17.725,146.4,RM,2,199394,1994,1994-02-18,17.394,,0.636,1,0.017,,,59
IN,M,ELLISON REEF,17044S,-17.725,146.4,RM,5,199697,1997,1997-04-30,22.563,,1,0,0,,,60
IN,M,ELLISON REEF,17044S,-17.725,146.4,RM,8,199900,2000,2000-05-31,2.712,3.39,2.288,159,2.695,,,59
IN,M,ELLISON REEF,17044S,-17.725,146.4,RM,11,200203,2003,2002-11-10,2.394,2.817,0.423,0,0,,,71
IN,M,ELLISON REEF,17044S,-17.725,146.4,RAP,14,200506,2006,2005-12-07,7.344,3.32,1.25,0,0,16,0.25,64
IN,M,ELLISON REEF,17044S,-17.725,146.4,RM,15,200607,2007,2007-01-03,5.115,2.577,0.808,0,0,10,0.153846153846154,65
IN,M,ELLISON REEF,17044S,-17.725,146.4,RM,23,201415,2015,2015-04-27,17.553,3.592,2.007,0,0,9,0.126760563380282,71
IN,M,ELLISON REEF,17044S,-17.725,146.4,RM,27,201819,2019,2019-05-28,9.312,3.986,0.471,0,0,4,0.0579710144927536,69
IN,M,BEAVER REEF,17051S,-17.85,146.483333,RM,2,199394,1994,1994-02-18,27.25,,1.4,0,0,,,25
IN,M,BEAVER REEF,17051S,-17.85,146.483333,RM,5,199697,1997,1997-04-30,32.276,,1.923,0,0,,,39
IN,M,BEAVER REEF,17051S,-17.85,146.483333,RM,8,199900,2000,2000-05-31,3.534,8.534,2.328,68,2.345,,,29
IN,M,BEAVER REEF,17051S,-17.85,146.483333,RM,11,200203,2003,2002-10-23,2.5,3.203,1.797,0,0,,,32
IN,M,BEAVER REEF,17051S,-17.85,146.483333,RAP,14,200506,2006,2005-12-07,3.879,5.603,1.207,0,0,26,0.896551724137931,29
IN,M,BEAVER REEF,17051S,-17.85,146.483333,RM,15,200607,2007,2007-01-03,3.5,2.5,1.167,0,0,27,0.9,30
IN,M,BEAVER REEF,17051S,-17.85,146.483333,RM,17,200809,2009,2009-05-10,9.766,3.438,0.938,0,0,20,0.625,32
IN,M,BEAVER REEF,17051S,-17.85,146.483333,RM,23,201415,2015,2015-04-26,18.836,4.138,2.155,0,0,9,0.310344827586207,29
IN,M,BEAVER REEF,17051S,-17.85,146.483333,RM,27,201819,2019,2019-05-28,12.833,4.333,0.417,0,0,15,0.5,30
IN,M,FARQUHARSON REEF (NO 1),17063A,-17.783333,146.516667,RAP,14,200506,2006,2005-12-05,3.551,3.768,1.014,0,0,8,0.115942028985507,69
IN,M,FARQUHARSON REEF (NO 1),17063A,-17.783333,146.516667,RAP,16,200708,2008,2008-03-14,5.397,2.897,1.468,0,0,9,0.142857142857143,63
IN,M,FARQUHARSON REEF (NO 1),17063A,-17.783333,146.516667,RAP,18,200910,2010,2010-04-08,6.897,2.672,0.474,0,0,7,0.120689655172414,58
IN,M,FARQUHARSON REEF (NO 1),17063A,-17.783333,146.516667,RAP,20,201112,2012,2012-03-02,4.5,3.042,1,0,0,5,0.0833333333333333,60
IN,M,FARQUHARSON REEF (NO 1),17063A,-17.783333,146.516667,RAP,24,201516,2016,2015-12-16,15.821,2.5,0,0,0,4,0.0597014925373134,67
IN,M,FARQUHARSON REEF (NO 1),17063A,-17.783333,146.516667,RAP,26,201718,2018,2018-02-21,9.701,3.396,2.5,554,8.269,14,0.208955223880597,67
IN,M,FARQUHARSON REEF (NO 1),17063A,-17.783333,146.516667,RAP,28,201920,2020,2020-02-24,9.331,2.711,0.458,0,0,6,0.0845070422535211,71
IN,M,TAYLOR REEF,17064S,-17.833333,146.55,RM,8,199900,2000,2000-05-31,9,5.333,4.167,1090,18.167,,,60
IN,M,TAYLOR REEF,17064S,-17.833333,146.55,RAP,14,200506,2006,2005-12-06,2.843,7.941,0.539,0,0,11,0.215686274509804,51
IN,M,TAYLOR REEF,17064S,-17.833333,146.55,RAP,16,200708,2008,2007-08-20,2.543,2.716,0.216,0,0,15,0.258620689655172,58
IN,M,TAYLOR REEF,17064S,-17.833333,146.55,RAP,18,200910,2010,2010-04-07,12.234,3.138,1.649,0,0,9,0.191489361702128,47
IN,M,TAYLOR REEF,17064S,-17.833333,146.55,RAP,20,201112,2012,2012-03-01,6.786,2.602,1.429,0,0,18,0.36734693877551,49
IN,M,TAYLOR REEF,17064S,-17.833333,146.55,RAP,24,201516,2016,2015-12-17,45.614,2.5,2.5,0,0,3,0.0526315789473684,57
IN,M,TAYLOR REEF,17064S,-17.833333,146.55,RM,25,201617,2017,2016-12-21,32.75,2.5,6,63,1.26,10,0.2,50
IN,M,TAYLOR REEF,17064S,-17.833333,146.55,RAP,26,201718,2018,2018-02-22,9.388,2.704,3.52,642,13.102,24,0.489795918367347,49
IN,M,TAYLOR REEF,17064S,-17.833333,146.55,RAP,28,201920,2020,2020-02-26,7.727,3.318,1.045,0,0,23,0.418181818181818,55
IN,M,TAYLOR REEF,17064S,-17.833333,146.55,RM,30,202122,2022,2022-04-16,13.852,7.254,0.697,0,0,27,0.442622950819672,61
IN,O,NOGGIN REEF,17008S,-17.133333,146.466667,RM,3,199495,1995,1995-05-27,20.457,,0.962,1,0.019,,,52
IN,O,NOGGIN REEF,17008S,-17.133333,146.466667,RM,6,199798,1998,1998-02-06,17.381,10.635,1.865,9,0.143,,,63
IN,O,NOGGIN REEF,17008S,-17.133333,146.466667,RM,10,200102,2002,2001-11-18,26.746,8.233,2.284,0,0,,,58
IN,O,NOGGIN REEF,17008S,-17.133333,146.466667,RM,15,200607,2007,2007-01-21,12.328,9.698,1.078,0,0,9,0.155172413793103,58
IN,O,NOGGIN REEF,17008S,-17.133333,146.466667,RM,17,200809,2009,2009-05-12,15.56,12.985,1.194,0,0,14,0.208955223880597,67
IN,O,HEDLEY REEF,17014S,-17.233333,146.483333,RM,2,199394,1994,1994-02-17,14.227,,0.545,1,0.018,,,55
IN,O,HEDLEY REEF,17014S,-17.233333,146.483333,RM,5,199697,1997,1997-02-02,22.595,,2.197,15,0.227,,,66
IN,O,HEDLEY REEF,17014S,-17.233333,146.483333,RM,8,199900,2000,2000-02-06,18.582,9.142,2.5,0,0,,,67
IN,O,HEDLEY REEF,17014S,-17.233333,146.483333,RAP,14,200506,2006,2005-11-28,15.946,6.786,2,0,0,48,0.685714285714286,70
IN,O,HEDLEY REEF,17014S,-17.233333,146.483333,RM,15,200607,2007,2007-01-21,11.895,9.355,1.21,0,0,9,0.145161290322581,62
IN,O,HEDLEY REEF,17014S,-17.233333,146.483333,RAP,16,200708,2008,2007-09-03,12.845,6.25,1.509,0,0,13,0.224137931034483,58
IN,O,HEDLEY REEF,17014S,-17.233333,146.483333,RAP,18,200910,2010,2009-11-28,12.614,5.985,1.402,0,0,21,0.318181818181818,66
IN,O,HEDLEY REEF,17014S,-17.233333,146.483333,RAP,20,201112,2012,2012-02-25,9.67,5.849,1.84,0,0,22,0.415094339622642,53
IN,O,HEDLEY REEF,17014S,-17.233333,146.483333,RAP,24,201516,2016,2015-12-10,11.667,25,0,4,0.063,11,0.174603174603175,63
IN,O,HEDLEY REEF,17014S,-17.233333,146.483333,RAP,26,201718,2018,2018-02-18,5.302,4.914,1.509,1,0.017,26,0.448275862068966,58
IN,O,HEDLEY REEF,17014S,-17.233333,146.483333,RAP,28,201920,2020,2020-02-19,6.047,5.203,1.554,0,0,29,0.391891891891892,74
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,2,199394,1994,1994-02-17,15.776,,0.474,0,0,,,58
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,3,199495,1995,1995-05-26,23.862,,1.027,0,0,,,56
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,4,199596,1996,1996-03-03,21.885,,1.311,0,0,,,61
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,5,199697,1997,1997-02-02,26.048,,1.434,1,0.015,,,68
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,6,199798,1998,1998-02-07,19.375,15.474,3.017,13,0.224,,,58
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,7,199899,1999,1999-02-10,12.198,12.069,2.026,4,0.069,,,58
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,8,199900,2000,2000-02-07,13.125,12.188,1.992,2,0.031,,,64
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,10,200102,2002,2001-11-17,19.923,9.923,2.385,0,0,,,65
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,11,200203,2003,2002-11-10,9.375,7.277,1.563,0,0,,,56
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,13,200405,2005,2005-02-05,18.263,13.644,1.441,0,0,,,59
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RAP,14,200506,2006,2005-11-22,11.477,15.152,1.364,0,0,7,0.106060606060606,66
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,15,200607,2007,2007-01-22,5.269,9.077,0.423,0,0,18,0.276923076923077,65
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RAP,16,200708,2008,2007-09-04,8.255,7.642,0.896,1,0.019,17,0.320754716981132,53
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,17,200809,2009,2009-05-13,7.097,8.992,0.161,0,0,11,0.17741935483871,62
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,23,201415,2015,2015-04-30,16.129,7.742,1.653,4,0.065,33,0.532258064516129,62
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RAP,24,201516,2016,2015-12-13,18.361,8.73,1.762,0,0,10,0.163934426229508,61
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,25,201617,2017,2017-04-28,11.164,6.509,14.784,0,0,,,58
IN,O,WARDLE REEF,17032S,-17.45,146.541667,RM,29,202021,2021,2021-01-25,12.974,11.853,0.905,0,0,4,0.0689655172413793,58
IN,O,GILBEY REEF,17057S,-17.583333,146.583333,RM,4,199596,1996,1996-03-02,31.941,,1.702,1,0.021,,,47
IN,O,GILBEY REEF,17057S,-17.583333,146.583333,RM,7,199899,1999,1999-02-10,21.9,15.5,2.25,5,0.1,,,50
IN,O,GILBEY REEF,17057S,-17.583333,146.583333,RM,10,200102,2002,2001-08-22,15.13,5.833,2.5,47,0.979,,,48
IN,O,GILBEY REEF,17057S,-17.583333,146.583333,RM,13,200405,2005,2005-02-05,18.561,12.358,1.557,0,0,,,53
IN,O,GILBEY REEF,17057S,-17.583333,146.583333,RM,25,201617,2017,2016-12-21,26.667,4.902,4.314,95,1.863,7,0.137254901960784,51
IN,O,POTTER REEF (NO 1),17059A,-17.7,146.55,RM,3,199495,1995,1995-05-26,27.969,,1,1,0.013,,,80
IN,O,POTTER REEF (NO 1),17059A,-17.7,146.55,RM,6,199798,1998,1998-02-08,26.25,10.739,1.79,5,0.057,,,88
IN,O,POTTER REEF (NO 1),17059A,-17.7,146.55,RM,8,199900,2000,2000-06-03,12.125,6.063,2.531,464,5.8,,,80
IN,O,POTTER REEF (NO 1),17059A,-17.7,146.55,RM,10,200102,2002,2001-11-17,9.872,5.353,2.244,10,0.128,,,78
IN,O,POTTER REEF (NO 1),17059A,-17.7,146.55,RM,17,200809,2009,2009-05-13,7.435,7.468,0.39,0,0,8,0.103896103896104,77
IN,O,POTTER REEF (NO 1),17059A,-17.7,146.55,RM,23,201415,2015,2015-04-30,28.576,2.69,2.373,4,0.051,16,0.20253164556962,79
IN,O,POTTER REEF (NO 1),17059A,-17.7,146.55,RAP,24,201516,2016,2015-12-18,33.887,2.5,0,7,0.085,14,0.170731707317073,82
IN,O,MOSS REEF,17068S,-17.95,146.8,RM,4,199596,1996,1996-03-02,28.912,,0.324,0,0,,,54
IN,O,MOSS REEF,17068S,-17.95,146.8,RM,8,199900,2000,2000-06-03,25.55,6.45,2.5,0,0,,,50
IN,O,MOSS REEF,17068S,-17.95,146.8,RM,10,200102,2002,2001-08-22,25.833,6.078,2.353,0,0,,,51
IN,O,MOSS REEF,17068S,-17.95,146.8,RM,13,200405,2005,2005-02-05,42.273,4.5,1.591,0,0,,,55
IN,O,MOSS REEF,17068S,-17.95,146.8,RM,25,201617,2017,2017-04-27,28.31,3.148,4.398,0,0,,,54
PC,I,OSBORNE REEF,13006S,-13.041667,143.625,RM,1,199293,1993,1992-12-17,45.878,,5,13,0.351,,,37
PC,I,OSBORNE REEF,13006S,-13.041667,143.625,RM,4,199596,1996,1995-09-20,38.224,,1.184,0,0,,,38
PC,I,OSBORNE REEF,13006S,-13.041667,143.625,RM,10,200102,2002,2001-07-12,39.913,5.465,2.151,2,0.047,,,43
PC,I,OSBORNE REEF,13006S,-13.041667,143.625,RM,13,200405,2005,2004-09-04,36.773,3.314,1.395,1,0.023,,,43
PC,I,OSBORNE REEF,13006S,-13.041667,143.625,RM,21,201213,2013,2013-02-07,16.615,3.021,2.135,0,0,5,0.104166666666667,48
PC,I,OSBORNE REEF,13006S,-13.041667,143.625,RM,25,201617,2017,2016-08-23,15,2.849,24.535,7,0.163,20,0.465116279069767,43
PC,I,OSBORNE REEF,13006S,-13.041667,143.625,RMRAP,28,201920,2020,2019-12-03,3.476,2.622,0.427,0,0,14,0.341463414634146,41
PC,I,FIFE REEF,13081S,-13.658333,143.725,RM,3,199495,1995,1994-10-09,23.529,,0.735,0,0,,,34
PC,I,FIFE REEF,13081S,-13.658333,143.725,RM,6,199798,1998,1997-10-24,40.076,3.258,0.227,0,0,,,33
